chapter,section,axiom_number,fol,english
47,47.4,(47.15),(forall (e p y) (iff (attendToSense' e p y) (exists (e1 x e2 e3 e4) (and (perceive' e1 p x)(person p) (senseOrgan y p)(intact' e3 y)(enable e3 e1) (will' e2 p e4)(dcause e2 e4) (concentrate' e4 p x)(gen e4 e))))),"Event e of person p attending to sense organ y is concentrating on what is perceived via y, caused by willing"
47,47.5,(47.16),(forall (e p) (iff (bodilyAction e p) (exists (x y z) (and (person p)(bodyPart x p)(move' e x y z))))),Event e is a bodily action by person p if it is the movement of one of p's body parts from y to z
47,47.5,(47.17),(forall (e p) (iff (reflex e p) (exists (e1 x1 y1 z1 s e2) (and (bodilyAction e p)(move' e1 x1 y1 z1) (not (at y1 p s))(bodyPart z1 p)(cause e1 e) (arg* z1 e2)(enable e2 e) (not (exists (e3) (and (will' e3 p e)(dcause e3 e)))))))),"Event e is a reflex by person p if it's a bodily action caused by external motion to a body part, but not willed"
47,47.5,(47.18),(forall (e p) (iff (tic e p) (exists (b e2) (and (bodilyAction e p)(not (reflex e p)) (body b p)(arg* b e2)(enable e2 e) (not (exists (e3) (and (will' e3 p e)(dcause e3 e)))))))),Event e is a tic by person p if it's an unwilled bodily action enabled by body properties but not a reflex
47,47.5,(47.19),(forall (e p) (iff (voluntaryAction e p) (exists (e3) (and (bodilyAction e p) (will' e3 p e)(dcause e3 e))))),Event e is a voluntary action by person p if it's a bodily action that is directly caused by willing
47,47.5,(47.20),(forall (e p) (if (and (voluntaryAction e p)(etc)) (exists (q) (executePlan' e p q)))),"If e is a voluntary action by person p, then defeasibly e is an execution of some plan q by p"
47,47.5,(47.21),(forall (e p) (if (and (voluntaryAction e p)(etc)) (exists (e0 q) (execute' e p e0 q)))),"If e is a voluntary action by person p, then defeasibly e serves some subgoal e0 of a larger plan q"
47,47.5,(47.22),(forall (e p) (iff (involuntaryAction e p) (or (reflex e p)(tic e p)))),Event e is an involuntary action by person p if it is either a reflex or a tic
47,47.5,(47.23),(forall (p b) (iff (controlBody p b) (and (person p)(body b p) (exists (e) (voluntaryAction e p))))),Person p controls body b if p has b as their body and p performs voluntary actions
47,47.5,(47.24),(forall (e p) (iff (coordinatedAction e p) (exists (e1 e2 e3 e4 t1 t2) (and (bodilyAction e1 p)(subevent e1 e) (atTime' e3 e1 t1) (bodilyAction e2 p)(subevent e2 e) (atTime' e4 e2 t2) (causallyInvolved e3 e4))))),Event e is a coordinated action by person p if it involves multiple body parts whose timing is causally related
47,47.5,(47.25),(forall (e p e1) (if (and (will' e1 p e)(bodilyAction e p)(not (dcause e1 e))) (failedBodilyAction e p))),"If person p wills bodily action e but the willing doesn't directly cause e, then e is a failed bodily action"
47,47.5,(47.26),(forall (e p e1 e2) (if (and (will' e1 p e)(bodilyAction e p)(dcause e1 e) (subgoal e e2) (not (cause e e2))) (failedBodilyAction e p))),"If person p successfully wills bodily action e but e fails to achieve its subgoal e2, then e is failed"
47,47.5,(47.27),(forall (e p e1 e2) (if (and (will' e1 p e)(bodilyAction e p)(dcause e1 e) (subgoal e e2)(cause e e2)) (successfulBodilyAction e p))),"If person p successfully wills bodily action e and e achieves its subgoal e2, then e is successful"
47,47.5,(47.28),(forall (e p) (iff (fluentAction e p) (exists (q) (and (voluntaryAction e p)(executePlan' e p q) (skilled e q))))),Event e is a fluent action by person p if it's a skilled execution of a voluntary action plan
47,47.5,(47.29),(forall (e p) (iff (awkwardAction e p) (exists (q s s1) (and (voluntaryAction e p)(executePlan' e p q) (skillScale s q)(Lo s1 s)(inScale e s1))))),Event e is an awkward action by person p if it's a voluntary action in the low region of the skill scale
47,47.6,(47.30),(forall (e p) (if (and (bodilyAction e p)(etc)) (perceive p e))),"If e is a bodily action by person p, then defeasibly p perceives e"
47,47.6,(47.31),(forall (e p) (if (voluntaryAction e p)(perceive p e))),"If e is a voluntary action by person p, then p perceives e (non-defeasibly)"
47,47.7,(47.32),(forall (e p) (iff (senseOrganAction e p) (exists (x y z e1 w) (and (person p)(senseOrgan x p)(move' e x y z) (or (and (enable e e1)(perceive' e1 p w)) (and (enable e e2)(not' e2 e1))))))),Event e is a sense organ action by person p if it moves a sense organ to enable or prevent perception
47,47.7,(47.33),(forall (p s) (iff (tuneIn p x) (exists (e1 e2) (and (person p)(perceive p x) (will' e1 p e2)(inFocus' e2 x p)(dcause e1 e2))))),"Person p tunes in to perception x by willing x to be in focus, which directly causes it"
47,47.7,(47.34),(forall (p s) (iff (tuneOut p x) (exists (e1 e2 e3) (and (person p)(perceive p x) (will' e1 p e3)(not' e3 e2)(inFocus' e2 x p) (dcause e1 e3))))),"Person p tunes out perception x by willing x not to be in focus, which directly causes the negation"
47,47.8,(47.35),(forall (x) (iff (impaired x) (exists (e1 y e e2 e3) (and (functionality e1 y e x) (arg* y e2)(not' e3 e1)(cause e2 e3))))),Entity x is impaired if some functionality e1 of component y is not achieved due to properties of y
47,47.8,(47.36),(forall (x) (iff (destroyed x) (forall (e1 y e) (if (functionality e1 y e x) (exists (e2 e3) (and (arg* y e2)(not' e3 e1) (cause e2 e3))))))),Entity x is destroyed if none of its functional components achieve their functionality
47,47.8,(47.37),(forall (p b e1) (if (and (person p)(body b p) (thrive' e1 p)(functionality0 e1 p)) (exists (e2) (and (thrivePhysically' e2 b) (functionality e2 b e1 p))))),"If person p's thriving e1 is their absolute functionality, then body b's physical thriving e2 is its relative functionality"
47,47.8,(47.38),(forall (b p) (if (body b p) (or (intact b)(impaired b)(destroyed b)))),"Every body b of person p is either intact, impaired, or destroyed"
47,47.8,(47.39),(forall (x p) (if (bodyPart x p) (or (intact x)(impaired x)(destroyed x)))),"Every body part x of person p is either intact, impaired, or destroyed"
47,47.8,(47.40),(forall (s p) (if (ecs s p) (reasoning p))),"If person p has eventuality complex structure s, then p is reasoning"
47,47.8,(47.41),(forall (p e1 e2 e3 e4 e5 e6) (if (and (person p)(imply' e1 e2 e3)(and' e4 e2 e1) (inFocus' e5 e4 p)(inFocus' e6 e3 p)(cause e5 e6)) (reasoning p))),"If person p has logical premises in focus that cause the conclusion to be in focus, then p is reasoning"
47,47.8,(47.42),(forall (p m) (if (and (person p)(mind m p)) (iff (active m) (exists (x) (and (inFocus x p)(reasoning p)))))),Mind m of person p is active if there are thoughts in focus and p is reasoning
47,47.8,(47.43),(forall (p m) (if (and (person p)(mind m p)) (iff (impaired m) (and (exists (x) (inFocus x p)) (not (reasoning p)))))),Mind m of person p is impaired if there are thoughts in focus but p is not reasoning
47,47.8,(47.44),(forall (p m) (if (and (person p)(mind m p)) (iff (inactive m) (not (exists (x) (inFocus x p)))))),Mind m of person p is inactive if there are no thoughts in focus
47,47.8,(47.45),(forall (m p) (if (and (person p)(mind m p)) (xor (active m)(impaired m)(inactive m)))),"Mind m of person p is either active, impaired, or inactive (exclusively)"
47,47.8,(47.46),(forall (p) (if (person p) (exists (s c) (and (sensationChannel s p)(controlChannel c p))))),Every person p has a sensation channel s and a control channel c
47,47.8,(47.47),(forall (p s o e1 x s1) (if (and (person p)(sensationChannel s p)(senseOrgan o p) (near' e1 x o s1)(spatialSystem s1)) (iff (active s) (and (exists (e2) (and (perceive' e2 p x)(cause e1 e2))) (forall (y) (if (perceive p y)(Rexist y))))))),Sensation channel s is active if nearby entities cause perception and all perceived things exist
47,47.8,(47.48),(forall (p s) (if (and (person p)(sensationChannel s p)) (iff (impaired s) (exists (y) (and (perceive p y)(not (Rexist y))))))),Sensation channel s is impaired if person p perceives things that don't actually exist
47,47.8,(47.49),(forall (p s) (if (and (person p)(sensationChannel s p)) (iff (inactive s) (forall (o x s1) (if (and (senseOrgan o p)(near x o s1)(spatialSystem s1)) (not (perceive p x))))))),Sensation channel s is inactive if person p fails to perceive nearby entities via sense organs
47,47.8,(47.50),(forall (s p) (if (and (person p)(sensationChannel s p)) (xor (active s)(impaired s)(inactive s)))),"Sensation channel s is either active, impaired, or inactive (exclusively)"
47,47.8,(47.51),(forall (p c) (if (and (person p)(controlChannel c p)) (iff (active c) (forall (e1 e) (if (and (will' e1 p e)(voluntaryAction e p)) (cause e1 e)))))),Control channel c is active if willing voluntary actions always causes those actions to occur
47,47.8,(47.52),(forall (p c) (if (and (person p)(controlChannel c p)) (iff (impaired c) (exists (e e0 e1) (and (will' e1 p e)(voluntaryAction e p) (cause e1 e0)(bodilyAction e0 p) (not (equal e0 e))))))),Control channel c is impaired if willing a voluntary action causes a different bodily action than intended
47,47.8,(47.53),(forall (p c) (if (and (person p)(controlChannel c p)) (iff (inactive c) (or (not (exists (e1 e) (will' e1 p e))) (forall (e1 e) (if (will' e1 p e) (not (exists (e0) (and (bodilyAction e0 p) (cause e1 e0)))))))))),Control channel c is inactive if no willing occurs or willing causes no bodily actions
47,47.8,(47.54),(forall (c p) (if (and (person p)(controlChannel c p)) (xor (active c)(impaired c)(inactive c)))),"Control channel c is either active, impaired, or inactive (exclusively)"
47,47.9,(47.55),(forall (p b m s c) (if (and (person p)(body b p)(mind m p)(sensationChannel s p) (controlChannel c p)(fine p)) (and (intact b)(active m)(active s)(active c)))),"If person p is fine, then their body is intact and their mind and channels are active"
47,47.9,(47.56),(forall (p b m s c) (if (and (person p)(body b p)(mind m p)(sensationChannel s p) (controlChannel c p)(unconscious p)) (and (intact b)(inactive m)(inactive s)(inactive c)))),"If person p is unconscious, then their body is intact but their mind and channels are inactive"
48,48.1,(48.1),(forall (e b c) (iff (observableExecution e b c) (exists (a p e0 e1 e2) (and (executePlan' e a p)(execute' e1 a e0 p) (not (agentOf b e)) (possible e2 c)(perceive' e2 b e1))))),Execution e is observable by agent b under constraints c if some subgoal execution e1 can be perceived by b
48,48.1,(48.2),(forall (e b c) (iff (unobservableExecution e b c) (exists (a p) (and (executePlan' e a p)(not (agentOf b e)) (forall (e0 e1 e2) (if (and (execute' e1 a e0 p) (perceive' e2 b e1)) (not (possible e2 c)))))))),Execution e is unobservable by agent b under constraints c if no subgoal execution can be perceived by b
48,48.1,(48.3),(forall (e b) (iff (observedExecution e b) (exists (a p e0 e1 e2) (and (executePlan' e a p)(execute' e1 a e0 p) (not (agentOf b e)) (perceive b e1))))),Execution e is actually observed by agent b if b perceives some subgoal execution of e
48,48.1,(48.4),(forall (e b) (iff (unobservedExecution e b) (exists (a p) (and (executePlan' e a p)(not (agentOf b e)) (forall (e0 e1) (if (execute' e1 a e0 p) (not (perceive b e1)))))))),Execution e is unobserved by agent b if b perceives no subgoal executions of e
48,48.1,(48.5),(forall (e) (iff (observedByNoneExecution e) (forall (b) (if (not (agentOf b e))(unobservedExecution e b))))),Execution e is observed by no one except its agent if all other agents fail to observe it
48,48.1,(48.6),(forall (e b) (if (observedExecution e b) (exists (c) (and (observableExecution e b c)(Rexist c))))),"If execution e is actually observed by agent b, then there exist constraints c under which e is observable by b"
48,48.1,(48.7),(forall (e b c) (if (and (unobservableExecution e b c)(Rexist c)) (unobservedExecution e b))),"If execution e is unobservable by agent b under existing constraints c, then e is unobserved by b"
48,48.2,(48.8),(forall (d) (iff (document d) (exists (y s) (mean d y s)))),Document d is any meaning-bearing object that means concept y to members of social group s
48,48.2,(48.9),(forall (d g) (iff (instructions d g) (exists (p s a) (and (document d)(mean d p s) (member a s)(plan p a g))))),"Document d is instructions for goal g if d means plan p to group s members, where p is a plan to achieve g"
48,48.2,(48.10),(forall (p a g) (iff (explicitPlan p a g) (exists (d s) (and (instructions d g)(mean d p s) (member a s)(plan p a g))))),Plan p is explicit for agent a and goal g if there exists a document specifying p as instructions for g
48,48.3,(48.11),(forall (e a p s) (iff (performance e a p s) (exists (g) (and (explicitPlan p a g)(executePlan' e a p) (forall (b) (if (member b s)(perceive b e))))))),Event e is a performance by agent a of plan p before audience s if e executes explicit plan p and all audience members perceive e
48,48.3,(48.12),(forall (d a g) (iff (performanceSpecification d a g) (exists (e p s) (and (instructions d g)(performance e a p s) (explicitPlan p a g))))),Document d is a performance specification for agent a and goal g if d specifies instructions for a performance of plan p
48,48.3,(48.13),(forall (e d a g) (iff (candidatePerformanceSpecification' e d a g) (exists (e1 e2 c e3) (and (believe' e3 a e1)(gen e3 e)(possible' e1 e2 c) (performanceSpecification' e2 d a g))))),Event e is d being a candidate performance specification for agent a to achieve goal g when a believes d is possibly a performance specification
48,48.3,(48.14),(forall (e a d g) (iff (generateCandidatePerformanceSpecification' e d a g) (exists (e1 e2) (and (changeTo' e2 e1)(gen e2 e) (candidatePerformanceSpecification' e1 d a g))))),Event e is generating candidate performance specification d for agent a to achieve goal g through a change to that state
48,48.3,(48.15),(forall (e a d1 d2 g) (iff (modifyCandidatePerformanceSpecification' e d1 d2 a g) (exists (e1 e2 e3) (and (change' e3 e1 e2)(gen e3 e) (candidatePerformanceSpecification' e1 d1 a g) (candidatePerformanceSpecification' e2 d2 a g))))),Event e is modifying candidate performance specification from document d1 to d2 for agent a to achieve goal g
48,48.3,(48.16),(forall (e a d g) (iff (invalidateCandidatePerformanceSpecification' e d a g) (exists (e1 e2 e3 e4) (and (change' e4 e1 e2)(gen e4 e) (candidatePerformanceSpecification' e1 d a g) (believe' e2 a e3)(not' e3 e1))))),Event e is invalidating candidate performance specification d for agent a when a stops believing d is a performance specification
